context: Metamorphie Vocias! response:	Metamorphie Vocias.
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
context: keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	I'll never let go of the treasures we collected together
context: kagayaku sora to\But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together response:	meguriatta takaramono itsumademo hanasanai yo
context: But under this shining sky\kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo response:	Through the tears and laughter, eating and sleeping
context: kagayaku sora to\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	Through the tears and laughter, eating and sleeping
context: meguriatta takaramono itsumademo hanasanai yo\I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping response:	sou naite waratte tabete nete mo
context: I'll never let go of the treasures we collected together\meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo response:	And all of the times we were beset by worries
context: meguriatta takaramono itsumademo hanasanai yo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
context: sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	And all of the times we were beset by worries
