context: In a way, I can turn Jirou's stuff into my stuff! response:	Move it!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	That bastard might crush the Soujoubou's soul!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul! response:	Th-That's true, but...
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but... response:	He doesn't seem like the same Jirou I met in the dungeon.
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon. response:	It's like the fight's left him.
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him. response:	He kept his back turned to me the whole time. Me, an intruder.
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder. response:	That thunderbolt was huge!
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge! response:	One hit, and you're a goner.
context: That bastard might crush the Soujoubou's soul!\That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge!\One hit, and you're a goner. response:	One crow was disabled for life.
context: That bastard might crush the Soujoubou's soul!\Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge!\One hit, and you're a goner.\One crow was disabled for life. response:	All right.
context: Th-That's true, but...\He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge!\One hit, and you're a goner.\One crow was disabled for life.\All right. response:	I'm going too.
context: He doesn't seem like the same Jirou I met in the dungeon.\It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge!\One hit, and you're a goner.\One crow was disabled for life.\All right.\I'm going too. response:	Suirou.
context: It's like the fight's left him.\He kept his back turned to me the whole time. Me, an intruder.\That thunderbolt was huge!\One hit, and you're a goner.\One crow was disabled for life.\All right.\I'm going too.\Suirou. response:	You fool.
